;Unnamed: 0;text;step1;tokens;final_tokens;step2;finalText_str;ProcessedText
1566;1566;i litsen to his music i feel so much pride to think i gave birth to this amazingly talented child who one day when he was in his early teens picked up a guitar and just played it like it was second nature;litsen to his music feel so much pride to think gave birth to this amazingly talented child who one day when he was in his early teens picked up guitar and just played it like it was second nature;['litsen', 'to', 'his', 'music', 'feel', 'so', 'much', 'pride', 'to', 'think', 'gave', 'birth', 'to', 'this', 'amazingly', 'talented', 'child', 'who', 'one', 'day', 'when', 'he', 'was', 'in', 'his', 'early', 'teens', 'picked', 'up', 'guitar', 'and', 'just', 'played', 'it', 'like', 'it', 'was', 'second', 'nature'];['litsen', 'to', 'his', 'music', 'feel', 'so', 'much', 'pride', 'to', 'think', 'gave', 'birth', 'to', 'this', 'amazingly', 'talented', 'child', 'who', 'one', 'day', 'when', 'he', 'was', 'in', 'his', 'early', 'teens', 'picked', 'up', 'guitar', 'and', 'just', 'played', 'it', 'like', 'it', 'was', 'second', 'nature'];litsen to his music feel so much pride to think gave birth to this amazingly talented child who one day when he was in his early teens picked up guitar and just played it like it was second nature;litsen to his music feel so much pride to think gave birth to this amazingly talented child who one day when he was in his early teens picked up guitar and just played it like it was second nature;litsen his music feel so much pride think gave birth this amazingly talented child who one day when he was in his early teens picked up guitar just played it like it was second nature
1567;1567;i do not want others to feel unhappy just because they have to accommodate to me;do not want others to feel unhappy just because they have to accommodate to me;['do', 'not', 'want', 'others', 'to', 'feel', 'unhappy', 'just', 'because', 'they', 'have', 'to', 'accommodate', 'to', 'me'];['do', 'not', 'want', 'others', 'to', 'feel', 'unhappy', 'just', 'because', 'they', 'have', 'to', 'accommodate', 'to', 'me'];do not want others to feel unhappy just because they have to accommodate to me;do not want others to feel unhappy just because they have to accommodate to me;do not want others feel unhappy just because they have accommodate me
1568;1568;i am a prolific writer in my fandom but do not feel that i am as highly respected from fellow writers as i once was because i do write so much and as often as most people cannot;am prolific writer in my fandom but do not feel that am as highly respected from fellow writers as once was because do write so much and as often as most people cannot;['am', 'prolific', 'writer', 'in', 'my', 'fandom', 'but', 'do', 'not', 'feel', 'that', 'am', 'as', 'highly', 'respected', 'from', 'fellow', 'writers', 'as', 'once', 'was', 'because', 'do', 'write', 'so', 'much', 'and', 'as', 'often', 'as', 'most', 'people', 'can', 'not'];['am', 'prolific', 'writer', 'in', 'my', 'fandom', 'but', 'do', 'not', 'feel', 'that', 'am', 'as', 'highly', 'respected', 'from', 'fellow', 'writers', 'as', 'once', 'was', 'because', 'do', 'write', 'so', 'much', 'and', 'as', 'often', 'as', 'most', 'people', 'can', 'not'];am prolific writer in my fandom but do not feel that am as highly respected from fellow writers as once was because do write so much and as often as most people can not;am prolific writer in my fandom but do not feel that am as highly respected from fellow writers as once was because do write so much and as often as most people can not;am prolific writer in my fandom but do not feel that am as highly respected from fellow writers as once was because do write so much as often as most people can not
1569;1569;i feel lonely who make me feel special when i feel useless who are always kind and sweet to me;feel lonely who make me feel special when feel useless who are always kind and sweet to me;['feel', 'lonely', 'who', 'make', 'me', 'feel', 'special', 'when', 'feel', 'useless', 'who', 'are', 'always', 'kind', 'and', 'sweet', 'to', 'me'];['feel', 'lonely', 'who', 'make', 'me', 'feel', 'special', 'when', 'feel', 'useless', 'who', 'are', 'always', 'kind', 'and', 'sweet', 'to', 'me'];feel lonely who make me feel special when feel useless who are always kind and sweet to me;feel lonely who make me feel special when feel useless who are always kind and sweet to me;feel lonely who make me feel special when feel useless who are always kind sweet me
1570;1570;i have a feeling i will be dissatisfied several times;have feeling will be dissatisfied several times;['have', 'feeling', 'will', 'be', 'dissatisfied', 'several', 'times'];['have', 'feeling', 'will', 'be', 'dissatisfied', 'several', 'times'];have feeling will be dissatisfied several times;have feeling will be dissatisfied several times;have feeling will be dissatisfied several times
1571;1571;i feel a gentle tap and find flower child watching me her expression grave;feel gentle tap and find flower child watching me her grave;['feel', 'gentle', 'tap', 'and', 'find', 'flower', 'child', 'watching', 'me', 'her', 'grave'];['feel', 'gentle', 'tap', 'and', 'find', 'flower', 'child', 'watching', 'me', 'her', 'grave'];feel gentle tap and find flower child watching me her grave;feel gentle tap and find flower child watching me her grave;feel gentle tap find flower child watching me her grave
1572;1572;im feeling restless and frustrated right now in that way specific to people who are recovering from illness or injury;im feeling restless and frustrated right now in that way specific to people who are recovering from illness or injury;['im', 'feeling', 'restless', 'and', 'frustrated', 'right', 'now', 'in', 'that', 'way', 'specific', 'to', 'people', 'who', 'are', 'recovering', 'from', 'illness', 'or', 'injury'];['im', 'feeling', 'restless', 'and', 'frustrated', 'right', 'now', 'in', 'that', 'way', 'specific', 'to', 'people', 'who', 'are', 'recovering', 'from', 'illness', 'or', 'injury'];im feeling restless and frustrated right now in that way specific to people who are recovering from illness or injury;im feeling restless and frustrated right now in that way specific to people who are recovering from illness or injury;feeling restless frustrated right now in that way specific people who are recovering from illness or injury
1573;1573;i feel honoured that such a great man claims me as his friend;feel honoured that such great man claims me as his friend;['feel', 'honoured', 'that', 'such', 'great', 'man', 'claims', 'me', 'as', 'his', 'friend'];['feel', 'honoured', 'that', 'such', 'great', 'man', 'claims', 'me', 'as', 'his', 'friend'];feel honoured that such great man claims me as his friend;feel honoured that such great man claims me as his friend;feel honoured that such great man claims me as his friend
1574;1574;i will burn for you feel pain for you i will twist the knife and bleed my aching heart and tear it apart i will lie for you beg and steal for you i will crawl on hands and knees until you see youre just like me;will burn for you feel pain for you will twist the knife and bleed my aching heart and tear it apart will lie for you beg and steal for you will crawl on hands and knees until you see youre just like me;['will', 'burn', 'for', 'you', 'feel', 'pain', 'for', 'you', 'will', 'twist', 'the', 'knife', 'and', 'bleed', 'my', 'aching', 'heart', 'and', 'tear', 'it', 'apart', 'will', 'lie', 'for', 'you', 'beg', 'and', 'steal', 'for', 'you', 'will', 'crawl', 'on', 'hands', 'and', 'knees', 'until', 'you', 'see', 'youre', 'just', 'like', 'me'];['will', 'burn', 'for', 'you', 'feel', 'pain', 'for', 'you', 'will', 'twist', 'the', 'knife', 'and', 'bleed', 'my', 'aching', 'heart', 'and', 'tear', 'it', 'apart', 'will', 'lie', 'for', 'you', 'beg', 'and', 'steal', 'for', 'you', 'will', 'crawl', 'on', 'hands', 'and', 'knees', 'until', 'you', 'see', 'youre', 'just', 'like', 'me'];will burn for you feel pain for you will twist the knife and bleed my aching heart and tear it apart will lie for you beg and steal for you will crawl on hands and knees until you see youre just like me;will burn for you feel pain for you will twist the knife and bleed my aching heart and tear it apart will lie for you beg and steal for you will crawl on hands and knees until you see youre just like me;will burn for you feel pain for you will twist the knife bleed my aching heart tear it apart will lie for you beg steal for you will crawl on hands knees until you see youre just like me
1575;1575;i feel uncomfortable telling others what is on the girls wish lists;feel uncomfortable telling others what is on the girls wish lists;['feel', 'uncomfortable', 'telling', 'others', 'what', 'is', 'on', 'the', 'girls', 'wish', 'lists'];['feel', 'uncomfortable', 'telling', 'others', 'what', 'is', 'on', 'the', 'girls', 'wish', 'lists'];feel uncomfortable telling others what is on the girls wish lists;feel uncomfortable telling others what is on the girls wish lists;feel uncomfortable telling others what is on the girls wish lists
1576;1576;i cant do a simple math question and guess what i broke down in front of my tuition teacher whom i have known for almost years now feeling pressured and i feel so bad bout myself;cant do simple math question and guess what broke down in front of my tuition teacher whom have known for almost years now feeling pressured and feel so bad bout myself;['cant', 'do', 'simple', 'math', 'question', 'and', 'guess', 'what', 'broke', 'down', 'in', 'front', 'of', 'my', 'tuition', 'teacher', 'whom', 'have', 'known', 'for', 'almost', 'years', 'now', 'feeling', 'pressured', 'and', 'feel', 'so', 'bad', 'bout', 'myself'];['cant', 'do', 'simple', 'math', 'question', 'and', 'guess', 'what', 'broke', 'down', 'in', 'front', 'of', 'my', 'tuition', 'teacher', 'whom', 'have', 'known', 'for', 'almost', 'years', 'now', 'feeling', 'pressured', 'and', 'feel', 'so', 'bad', 'bout', 'myself'];cant do simple math question and guess what broke down in front of my tuition teacher whom have known for almost years now feeling pressured and feel so bad bout myself;cant do simple math question and guess what broke down in front of my tuition teacher whom have known for almost years now feeling pressured and feel so bad bout myself;cant do simple math question guess what broke down in front of my tuition teacher whom have known for almost years now feeling pressured feel so bad bout myself
1577;1577;i feel doubtful in my abilities;feel doubtful in my abilities;['feel', 'doubtful', 'in', 'my', 'abilities'];['feel', 'doubtful', 'in', 'my', 'abilities'];feel doubtful in my abilities;feel doubtful in my abilities;feel doubtful in my abilities
1578;1578;ive been feeling very listless lately;ive been feeling very listless lately;['ive', 'been', 'feeling', 'very', 'listless', 'lately'];['ive', 'been', 'feeling', 'very', 'listless', 'lately'];ive been feeling very listless lately;ive been feeling very listless lately;ive been feeling very listless lately
1579;1579;i said at the beginning i have combination oily skin but i still use this around once a week because my skin feels absolutely gorgeous the morning after applying it;said at the beginning have combination oily skin but still use this around once week because my skin feels absolutely gorgeous the morning after applying it;['said', 'at', 'the', 'beginning', 'have', 'combination', 'oily', 'skin', 'but', 'still', 'use', 'this', 'around', 'once', 'week', 'because', 'my', 'skin', 'feels', 'absolutely', 'gorgeous', 'the', 'morning', 'after', 'applying', 'it'];['said', 'at', 'the', 'beginning', 'have', 'combination', 'oily', 'skin', 'but', 'still', 'use', 'this', 'around', 'once', 'week', 'because', 'my', 'skin', 'feels', 'absolutely', 'gorgeous', 'the', 'morning', 'after', 'applying', 'it'];said at the beginning have combination oily skin but still use this around once week because my skin feels absolutely gorgeous the morning after applying it;said at the beginning have combination oily skin but still use this around once week because my skin feels absolutely gorgeous the morning after applying it;said at the beginning have combination oily skin but still use this around once week because my skin feels absolutely gorgeous the morning after applying it
1580;1580;i have to be honest and say that the first two chapters sort of overwhelmed me and i wasnt sure that i was going to be able to follow everything and was feeling kind of dumb;have to be honest and say that the first two chapters sort of overwhelmed me and wasnt sure that was going to be able to follow everything and was feeling kind of dumb;['have', 'to', 'be', 'honest', 'and', 'say', 'that', 'the', 'first', 'two', 'chapters', 'sort', 'of', 'overwhelmed', 'me', 'and', 'wasnt', 'sure', 'that', 'was', 'going', 'to', 'be', 'able', 'to', 'follow', 'everything', 'and', 'was', 'feeling', 'kind', 'of', 'dumb'];['have', 'to', 'be', 'honest', 'and', 'say', 'that', 'the', 'first', 'two', 'chapters', 'sort', 'of', 'overwhelmed', 'me', 'and', 'wasnt', 'sure', 'that', 'was', 'going', 'to', 'be', 'able', 'to', 'follow', 'everything', 'and', 'was', 'feeling', 'kind', 'of', 'dumb'];have to be honest and say that the first two chapters sort of overwhelmed me and wasnt sure that was going to be able to follow everything and was feeling kind of dumb;have to be honest and say that the first two chapters sort of overwhelmed me and wasnt sure that was going to be able to follow everything and was feeling kind of dumb;have be honest say that the first two chapters sort of overwhelmed me wasnt sure that was going be able follow everything was feeling kind of dumb
1581;1581;i lay here typing this hate blog entry that no one would read although i want the whole world to read and praise me like dickens i feel so miserable;lay here typing this hate blog entry that no one would read although want the whole world to read and praise me like dickens feel so miserable;['lay', 'here', 'typing', 'this', 'hate', 'blog', 'entry', 'that', 'no', 'one', 'would', 'read', 'although', 'want', 'the', 'whole', 'world', 'to', 'read', 'and', 'praise', 'me', 'like', 'dickens', 'feel', 'so', 'miserable'];['lay', 'here', 'typing', 'this', 'hate', 'blog', 'entry', 'that', 'no', 'one', 'would', 'read', 'although', 'want', 'the', 'whole', 'world', 'to', 'read', 'and', 'praise', 'me', 'like', 'dickens', 'feel', 'so', 'miserable'];lay here typing this hate blog entry that no one would read although want the whole world to read and praise me like dickens feel so miserable;lay here typing this hate blog entry that no one would read although want the whole world to read and praise me like dickens feel so miserable;lay here typing this hate blog entry that no one would read although want the whole world read praise me like dickens feel so miserable
1582;1582;i can t look at for too long without feeling depressed;can look at for too long without feeling depressed;['can', 'look', 'at', 'for', 'too', 'long', 'without', 'feeling', 'depressed'];['can', 'look', 'at', 'for', 'too', 'long', 'without', 'feeling', 'depressed'];can look at for too long without feeling depressed;can look at for too long without feeling depressed;can look at for too long without feeling depressed
1583;1583;i am not feeling so generous and he is sent to the sofa where he glares at me for the next six hours;am not feeling so generous and he is sent to the sofa where he glares at me for the ne six hours;['am', 'not', 'feeling', 'so', 'generous', 'and', 'he', 'is', 'sent', 'to', 'the', 'sofa', 'where', 'he', 'glares', 'at', 'me', 'for', 'the', 'ne', 'six', 'hours'];['am', 'not', 'feeling', 'so', 'generous', 'and', 'he', 'is', 'sent', 'to', 'the', 'sofa', 'where', 'he', 'glares', 'at', 'me', 'for', 'the', 'ne', 'six', 'hours'];am not feeling so generous and he is sent to the sofa where he glares at me for the ne six hours;am not feeling so generous and he is sent to the sofa where he glares at me for the ne six hours;am not feeling so generous he is sent the sofa where he glares at me for the ne six hours
1584;1584;i don t really believe because i walked through all the water stops in my first marathon and i actually don t think that walking is bad but dammit i was feeling stubborn and i wanted to get home and needed to be motivated by something;don really believe because walked through all the water stops in my first marathon and actually don think that walking is bad but dammit was feeling stubborn and wanted to get home and needed to be motivated by something;['don', 'really', 'believe', 'because', 'walked', 'through', 'all', 'the', 'water', 'stops', 'in', 'my', 'first', 'marathon', 'and', 'actually', 'don', 'think', 'that', 'walking', 'is', 'bad', 'but', 'dammit', 'was', 'feeling', 'stubborn', 'and', 'wanted', 'to', 'get', 'home', 'and', 'needed', 'to', 'be', 'motivated', 'by', 'something'];['don', 'really', 'believe', 'because', 'walked', 'through', 'all', 'the', 'water', 'stops', 'in', 'my', 'first', 'marathon', 'and', 'actually', 'don', 'think', 'that', 'walking', 'is', 'bad', 'but', 'dammit', 'was', 'feeling', 'stubborn', 'and', 'wanted', 'to', 'get', 'home', 'and', 'needed', 'to', 'be', 'motivated', 'by', 'something'];don really believe because walked through all the water stops in my first marathon and actually don think that walking is bad but dammit was feeling stubborn and wanted to get home and needed to be motivated by something;don really believe because walked through all the water stops in my first marathon and actually don think that walking is bad but dammit was feeling stubborn and wanted to get home and needed to be motivated by something;don really believe because walked through all the water stops in my first marathon actually don think that walking is bad but dammit was feeling stubborn wanted get home needed be motivated by something
1585;1585;i firmly believe that the only way to go about this craft is to write the book that you feel passionate about and not to worry about finding the book that the mass audience desires;firmly believe that the only way to go about this craft is to write the book that you feel passionate about and not to worry about finding the book that the mass audience desires;['firmly', 'believe', 'that', 'the', 'only', 'way', 'to', 'go', 'about', 'this', 'craft', 'is', 'to', 'write', 'the', 'book', 'that', 'you', 'feel', 'passionate', 'about', 'and', 'not', 'to', 'worry', 'about', 'finding', 'the', 'book', 'that', 'the', 'mass', 'audience', 'desires'];['firmly', 'believe', 'that', 'the', 'only', 'way', 'to', 'go', 'about', 'this', 'craft', 'is', 'to', 'write', 'the', 'book', 'that', 'you', 'feel', 'passionate', 'about', 'and', 'not', 'to', 'worry', 'about', 'finding', 'the', 'book', 'that', 'the', 'mass', 'audience', 'desires'];firmly believe that the only way to go about this craft is to write the book that you feel passionate about and not to worry about finding the book that the mass audience desires;firmly believe that the only way to go about this craft is to write the book that you feel passionate about and not to worry about finding the book that the mass audience desires;firmly believe that the only way go about this craft is write the book that you feel passionate about not worry about finding the book that the mass audience desires
1586;1586;i always get that feeling that i got one kids more than another and it is vicious;always get that feeling that got one kids more than another and it is vicious;['always', 'get', 'that', 'feeling', 'that', 'got', 'one', 'kids', 'more', 'than', 'another', 'and', 'it', 'is', 'vicious'];['always', 'get', 'that', 'feeling', 'that', 'got', 'one', 'kids', 'more', 'than', 'another', 'and', 'it', 'is', 'vicious'];always get that feeling that got one kids more than another and it is vicious;always get that feeling that got one kids more than another and it is vicious;always get that feeling that got one kids more than another it is vicious
1587;1587;i do that i feel ashamed of;do that feel ashamed of;['do', 'that', 'feel', 'ashamed', 'of'];['do', 'that', 'feel', 'ashamed', 'of'];do that feel ashamed of;do that feel ashamed of;do that feel ashamed of
1588;1588;i don t want to hurt anybody s feelings and i certainly don t want to betray any amount of trust but i do want to entertain and i do want to be faithful to myself my thoughts and the topics at hand;don want to hurt anybody feelings and certainly don want to betray any amount of trust but do want to entertain and do want to be faithful to myself my thoughts and the topics at hand;['don', 'want', 'to', 'hurt', 'anybody', 'feelings', 'and', 'certainly', 'don', 'want', 'to', 'betray', 'any', 'amount', 'of', 'trust', 'but', 'do', 'want', 'to', 'entertain', 'and', 'do', 'want', 'to', 'be', 'faithful', 'to', 'myself', 'my', 'thoughts', 'and', 'the', 'topics', 'at', 'hand'];['don', 'want', 'to', 'hurt', 'anybody', 'feelings', 'and', 'certainly', 'don', 'want', 'to', 'betray', 'any', 'amount', 'of', 'trust', 'but', 'do', 'want', 'to', 'entertain', 'and', 'do', 'want', 'to', 'be', 'faithful', 'to', 'myself', 'my', 'thoughts', 'and', 'the', 'topics', 'at', 'hand'];don want to hurt anybody feelings and certainly don want to betray any amount of trust but do want to entertain and do want to be faithful to myself my thoughts and the topics at hand;don want to hurt anybody feelings and certainly don want to betray any amount of trust but do want to entertain and do want to be faithful to myself my thoughts and the topics at hand;don want hurt anybody feelings certainly don want betray any amount of trust but do want entertain do want be faithful myself my thoughts the topics at hand
1589;1589;i feel as though i have merely accepted what has been done and that no matter what time has gone by it will always be with me;feel as though have merely accepted what has been done and that no matter what time has gone by it will always be with me;['feel', 'as', 'though', 'have', 'merely', 'accepted', 'what', 'has', 'been', 'done', 'and', 'that', 'no', 'matter', 'what', 'time', 'has', 'gone', 'by', 'it', 'will', 'always', 'be', 'with', 'me'];['feel', 'as', 'though', 'have', 'merely', 'accepted', 'what', 'has', 'been', 'done', 'and', 'that', 'no', 'matter', 'what', 'time', 'has', 'gone', 'by', 'it', 'will', 'always', 'be', 'with', 'me'];feel as though have merely accepted what has been done and that no matter what time has gone by it will always be with me;feel as though have merely accepted what has been done and that no matter what time has gone by it will always be with me;feel as though have merely accepted what has been done that no matter what time has gone by it will always be with me
1590;1590;i was an year old girl who just wanted to feel important;was an year old girl who just wanted to feel important;['was', 'an', 'year', 'old', 'girl', 'who', 'just', 'wanted', 'to', 'feel', 'important'];['was', 'an', 'year', 'old', 'girl', 'who', 'just', 'wanted', 'to', 'feel', 'important'];was an year old girl who just wanted to feel important;was an year old girl who just wanted to feel important;was an year old girl who just wanted feel important
1591;1591;i see all my friends posting pics and status updates of where they are going or what they are doing and i feel a bit jealous knowing it s not something i can get out and enjoy;see all my friends posting pics and status updates of where they are going or what they are doing and feel bit jealous knowing it not something can get out and enjoy;['see', 'all', 'my', 'friends', 'posting', 'pics', 'and', 'status', 'updates', 'of', 'where', 'they', 'are', 'going', 'or', 'what', 'they', 'are', 'doing', 'and', 'feel', 'bit', 'jealous', 'knowing', 'it', 'not', 'something', 'can', 'get', 'out', 'and', 'enjoy'];['see', 'all', 'my', 'friends', 'posting', 'pics', 'and', 'status', 'updates', 'of', 'where', 'they', 'are', 'going', 'or', 'what', 'they', 'are', 'doing', 'and', 'feel', 'bit', 'jealous', 'knowing', 'it', 'not', 'something', 'can', 'get', 'out', 'and', 'enjoy'];see all my friends posting pics and status updates of where they are going or what they are doing and feel bit jealous knowing it not something can get out and enjoy;see all my friends posting pics and status updates of where they are going or what they are doing and feel bit jealous knowing it not something can get out and enjoy;see all my friends posting pics status updates of where they are going or what they are doing feel bit jealous knowing it not something can get out enjoy
1592;1592;i have strong feelings about being faithful;have strong feelings about being faithful;['have', 'strong', 'feelings', 'about', 'being', 'faithful'];['have', 'strong', 'feelings', 'about', 'being', 'faithful'];have strong feelings about being faithful;have strong feelings about being faithful;have strong feelings about being faithful
1593;1593;i suppose we all feel a little inhibited when it comes to picking up the phone and calling someone we re not very close to anymore;suppose we all feel little inhibited when it comes to picking up the phone and calling someone we re not very close to anymore;['suppose', 'we', 'all', 'feel', 'little', 'inhibited', 'when', 'it', 'comes', 'to', 'picking', 'up', 'the', 'phone', 'and', 'calling', 'someone', 'we', 're', 'not', 'very', 'close', 'to', 'anymore'];['suppose', 'we', 'all', 'feel', 'little', 'inhibited', 'when', 'it', 'comes', 'to', 'picking', 'up', 'the', 'phone', 'and', 'calling', 'someone', 'we', 're', 'not', 'very', 'close', 'to', 'anymore'];suppose we all feel little inhibited when it comes to picking up the phone and calling someone we re not very close to anymore;suppose we all feel little inhibited when it comes to picking up the phone and calling someone we re not very close to anymore;suppose we all feel little inhibited when it comes picking up the phone calling someone we re not very close anymore
1594;1594;i used that word just to feel the energy of anticipation as people prepare their delicious meals and gather their needed tools for when they invite their loved ones into their homes;used that word just to feel the energy of anticipation as people prepare their delicious meals and gather their needed tools for when they invite their loved ones into their homes;['used', 'that', 'word', 'just', 'to', 'feel', 'the', 'energy', 'of', 'anticipation', 'as', 'people', 'prepare', 'their', 'delicious', 'meals', 'and', 'gather', 'their', 'needed', 'tools', 'for', 'when', 'they', 'invite', 'their', 'loved', 'ones', 'into', 'their', 'homes'];['used', 'that', 'word', 'just', 'to', 'feel', 'the', 'energy', 'of', 'anticipation', 'as', 'people', 'prepare', 'their', 'delicious', 'meals', 'and', 'gather', 'their', 'needed', 'tools', 'for', 'when', 'they', 'invite', 'their', 'loved', 'ones', 'into', 'their', 'homes'];used that word just to feel the energy of anticipation as people prepare their delicious meals and gather their needed tools for when they invite their loved ones into their homes;used that word just to feel the energy of anticipation as people prepare their delicious meals and gather their needed tools for when they invite their loved ones into their homes;used that word just feel the energy of anticipation as people prepare their delicious meals gather their needed tools for when they invite their loved ones into their homes
1595;1595;i might do so simply because i couldnt keep my mouth shut makes me feel terrible;might do so simply because couldnt keep my mouth shut makes me feel terrible;['might', 'do', 'so', 'simply', 'because', 'couldnt', 'keep', 'my', 'mouth', 'shut', 'makes', 'me', 'feel', 'terrible'];['might', 'do', 'so', 'simply', 'because', 'couldnt', 'keep', 'my', 'mouth', 'shut', 'makes', 'me', 'feel', 'terrible'];might do so simply because couldnt keep my mouth shut makes me feel terrible;might do so simply because couldnt keep my mouth shut makes me feel terrible;might do so simply because couldnt keep my mouth shut makes me feel terrible
1596;1596;i feel just an on going dull pain for a fews hours or a day in my chest;feel just an on going dull pain for fews hours or day in my chest;['feel', 'just', 'an', 'on', 'going', 'dull', 'pain', 'for', 'fews', 'hours', 'or', 'day', 'in', 'my', 'chest'];['feel', 'just', 'an', 'on', 'going', 'dull', 'pain', 'for', 'fews', 'hours', 'or', 'day', 'in', 'my', 'chest'];feel just an on going dull pain for fews hours or day in my chest;feel just an on going dull pain for fews hours or day in my chest;feel just an on going dull pain for fews hours or day in my chest
1597;1597;i see people who physically resemble me i feel confident to strike up conversations with strangers;see people who physically resemble me feel confident to strike up conversations with strangers;['see', 'people', 'who', 'physically', 'resemble', 'me', 'feel', 'confident', 'to', 'strike', 'up', 'conversations', 'with', 'strangers'];['see', 'people', 'who', 'physically', 'resemble', 'me', 'feel', 'confident', 'to', 'strike', 'up', 'conversations', 'with', 'strangers'];see people who physically resemble me feel confident to strike up conversations with strangers;see people who physically resemble me feel confident to strike up conversations with strangers;see people who physically resemble me feel confident strike up conversations with strangers
1598;1598;im feeling a bit grouchy today;im feeling bit grouchy today;['im', 'feeling', 'bit', 'grouchy', 'today'];['im', 'feeling', 'bit', 'grouchy', 'today'];im feeling bit grouchy today;im feeling bit grouchy today;feeling bit grouchy today
1599;1599;i feel so damn curious with what this blond doctor plan to do this night;feel so damn curious with what this blond doctor plan to do this night;['feel', 'so', 'damn', 'curious', 'with', 'what', 'this', 'blond', 'doctor', 'plan', 'to', 'do', 'this', 'night'];['feel', 'so', 'damn', 'curious', 'with', 'what', 'this', 'blond', 'doctor', 'plan', 'to', 'do', 'this', 'night'];feel so damn curious with what this blond doctor plan to do this night;feel so damn curious with what this blond doctor plan to do this night;feel so damn curious with what this blond doctor plan do this night
1600;1600;i sit up and i feel awful about it as miles starts feeling up whoever s pants under his back for a cigarette box;sit up and feel awful about it as miles starts feeling up whoever pants under his back for cigarette box;['sit', 'up', 'and', 'feel', 'awful', 'about', 'it', 'as', 'miles', 'starts', 'feeling', 'up', 'whoever', 'pants', 'under', 'his', 'back', 'for', 'cigarette', 'box'];['sit', 'up', 'and', 'feel', 'awful', 'about', 'it', 'as', 'miles', 'starts', 'feeling', 'up', 'whoever', 'pants', 'under', 'his', 'back', 'for', 'cigarette', 'box'];sit up and feel awful about it as miles starts feeling up whoever pants under his back for cigarette box;sit up and feel awful about it as miles starts feeling up whoever pants under his back for cigarette box;sit up feel awful about it as miles starts feeling up whoever pants under his back for cigarette box
1601;1601;i dont know it if is the freshness of both but i feel more energetic during these seasons;dont know it if is the freshness of both but feel more energetic during these seasons;['dont', 'know', 'it', 'if', 'is', 'the', 'freshness', 'of', 'both', 'but', 'feel', 'more', 'energetic', 'during', 'these', 'seasons'];['dont', 'know', 'it', 'if', 'is', 'the', 'freshness', 'of', 'both', 'but', 'feel', 'more', 'energetic', 'during', 'these', 'seasons'];dont know it if is the freshness of both but feel more energetic during these seasons;dont know it if is the freshness of both but feel more energetic during these seasons;dont know it if is the freshness of both but feel more energetic during these seasons
1602;1602;im feeling cranky a href http doingaone eighty;im feeling cranky href http doingaone eighty;['im', 'feeling', 'cranky', 'href', 'http', 'doingaone', 'eighty'];['im', 'feeling', 'cranky', 'href', 'http', 'doingaone', 'eighty'];im feeling cranky href http doingaone eighty;im feeling cranky href http doingaone eighty;feeling cranky href http doingaone eighty
1603;1603;i feel its sad but im okay with it im happy i had done it even though it hurts a little;feel its sad but im okay with it im happy had done it even though it hurts little;['feel', 'its', 'sad', 'but', 'im', 'okay', 'with', 'it', 'im', 'happy', 'had', 'done', 'it', 'even', 'though', 'it', 'hurts', 'little'];['feel', 'its', 'sad', 'but', 'im', 'okay', 'with', 'it', 'im', 'happy', 'had', 'done', 'it', 'even', 'though', 'it', 'hurts', 'little'];feel its sad but im okay with it im happy had done it even though it hurts little;feel its sad but im okay with it im happy had done it even though it hurts little;feel its sad but okay with it happy had done it even though it hurts little
1604;1604;i feel he is a terrific actor;feel he is terrific actor;['feel', 'he', 'is', 'terrific', 'actor'];['feel', 'he', 'is', 'terrific', 'actor'];feel he is terrific actor;feel he is terrific actor;feel he is terrific actor
1605;1605;i feel like everythings going to happen with out me and that ive been disillusioned this whole time;feel like everythings going to happen with out me and that ive been disillusioned this whole time;['feel', 'like', 'everythings', 'going', 'to', 'happen', 'with', 'out', 'me', 'and', 'that', 'ive', 'been', 'disillusioned', 'this', 'whole', 'time'];['feel', 'like', 'everythings', 'going', 'to', 'happen', 'with', 'out', 'me', 'and', 'that', 'ive', 'been', 'disillusioned', 'this', 'whole', 'time'];feel like everythings going to happen with out me and that ive been disillusioned this whole time;feel like everythings going to happen with out me and that ive been disillusioned this whole time;feel like everythings going happen with out me that ive been disillusioned this whole time
1606;1606;i feel restless in my own pursuits;feel restless in my own pursuits;['feel', 'restless', 'in', 'my', 'own', 'pursuits'];['feel', 'restless', 'in', 'my', 'own', 'pursuits'];feel restless in my own pursuits;feel restless in my own pursuits;feel restless in my own pursuits
1607;1607;i felt it had a slight bitterness in the finish that detracted from its oily mouthfeel and sweet entry;felt it had slight bitterness in the finish that detracted from its oily mouthfeel and sweet entry;['felt', 'it', 'had', 'slight', 'bitterness', 'in', 'the', 'finish', 'that', 'detracted', 'from', 'its', 'oily', 'mouthfeel', 'and', 'sweet', 'entry'];['felt', 'it', 'had', 'slight', 'bitterness', 'in', 'the', 'finish', 'that', 'detracted', 'from', 'its', 'oily', 'mouthfeel', 'and', 'sweet', 'entry'];felt it had slight bitterness in the finish that detracted from its oily mouthfeel and sweet entry;felt it had slight bitterness in the finish that detracted from its oily mouthfeel and sweet entry;felt it had slight bitterness in the finish that detracted from its oily mouthfeel sweet entry
