;text;step1;tokens;final_tokens;step2
1670;i feel it is of vital importance and stress we show love towards one another and genuine love please people otherwise feel free to go cold on me i do not like being misled;feel it is of vital importance and stress we show love towards one another and genuine love please people otherwise feel free to go cold on me do not like being misled;['feel', 'it', 'is', 'of', 'vital', 'importance', 'and', 'stress', 'we', 'show', 'love', 'towards', 'one', 'another', 'and', 'genuine', 'love', 'please', 'people', 'otherwise', 'feel', 'free', 'to', 'go', 'cold', 'on', 'me', 'do', 'not', 'like', 'being', 'misled'];['feel', 'it', 'is', 'of', 'vital', 'importance', 'and', 'stress', 'we', 'show', 'love', 'towards', 'one', 'another', 'and', 'genuine', 'love', 'please', 'people', 'otherwise', 'feel', 'free', 'to', 'go', 'cold', 'on', 'me', 'do', 'not', 'like', 'being', 'misled'];feel it is of vital importance and stress we show love towards one another and genuine love please people otherwise feel free to go cold on me do not like being misled
1671;i feel a bit calm now;feel bit calm now;['feel', 'bit', 'calm', 'now'];['feel', 'bit', 'calm', 'now'];feel bit calm now
1672;i was feeling brave i would try to pick up running again;was feeling brave would try to pick up running again;['was', 'feeling', 'brave', 'would', 'try', 'to', 'pick', 'up', 'running', 'again'];['was', 'feeling', 'brave', 'would', 'try', 'to', 'pick', 'up', 'running', 'again'];was feeling brave would try to pick up running again
1673;i have asthma and when i can barely breathe when it s hard i feel very shaky and weak i feel like not doing anything but lie there helplessly and i feel like collapesing i did so much reseach and i got nothing;have asthma and when can barely breathe when it hard feel very shaky and weak feel like not doing anything but lie there helplessly and feel like collapesing did so much reseach and got nothing;['have', 'asthma', 'and', 'when', 'can', 'barely', 'breathe', 'when', 'it', 'hard', 'feel', 'very', 'shaky', 'and', 'weak', 'feel', 'like', 'not', 'doing', 'anything', 'but', 'lie', 'there', 'helplessly', 'and', 'feel', 'like', 'collapesing', 'did', 'so', 'much', 'reseach', 'and', 'got', 'nothing'];['have', 'asthma', 'and', 'when', 'can', 'barely', 'breathe', 'when', 'it', 'hard', 'feel', 'very', 'shaky', 'and', 'weak', 'feel', 'like', 'not', 'doing', 'anything', 'but', 'lie', 'there', 'helplessly', 'and', 'feel', 'like', 'collapesing', 'did', 'so', 'much', 'reseach', 'and', 'got', 'nothing'];have asthma and when can barely breathe when it hard feel very shaky and weak feel like not doing anything but lie there helplessly and feel like collapesing did so much reseach and got nothing
1674;i walked under the refuge feeling it was the perfect shelter from a storm;walked under the refuge feeling it was the perfect shelter from storm;['walked', 'under', 'the', 'refuge', 'feeling', 'it', 'was', 'the', 'perfect', 'shelter', 'from', 'storm'];['walked', 'under', 'the', 'refuge', 'feeling', 'it', 'was', 'the', 'perfect', 'shelter', 'from', 'storm'];walked under the refuge feeling it was the perfect shelter from storm
1675;i find it helps to let go of self will by saying let your will be done not mine or when i m feeling particularly impatient in god s time not my time;find it helps to let go of self will by saying let your will be done not mine or when feeling particularly impatient in god time not my time;['find', 'it', 'helps', 'to', 'let', 'go', 'of', 'self', 'will', 'by', 'saying', 'let', 'your', 'will', 'be', 'done', 'not', 'mine', 'or', 'when', 'feeling', 'particularly', 'impatient', 'in', 'god', 'time', 'not', 'my', 'time'];['find', 'it', 'helps', 'to', 'let', 'go', 'of', 'self', 'will', 'by', 'saying', 'let', 'your', 'will', 'be', 'done', 'not', 'mine', 'or', 'when', 'feeling', 'particularly', 'impatient', 'in', 'god', 'time', 'not', 'my', 'time'];find it helps to let go of self will by saying let your will be done not mine or when feeling particularly impatient in god time not my time
1676;i am again not inspired and after looking at ideas and images i feel that i dont appreciate them anymore they become useless and purely skill driven having nothing to do with thought;am again not inspired and after looking at ideas and images feel that dont appreciate them anymore they become useless and purely skill driven having nothing to do with thought;['am', 'again', 'not', 'inspired', 'and', 'after', 'looking', 'at', 'ideas', 'and', 'images', 'feel', 'that', 'dont', 'appreciate', 'them', 'anymore', 'they', 'become', 'useless', 'and', 'purely', 'skill', 'driven', 'having', 'nothing', 'to', 'do', 'with', 'thought'];['am', 'again', 'not', 'inspired', 'and', 'after', 'looking', 'at', 'ideas', 'and', 'images', 'feel', 'that', 'dont', 'appreciate', 'them', 'anymore', 'they', 'become', 'useless', 'and', 'purely', 'skill', 'driven', 'having', 'nothing', 'to', 'do', 'with', 'thought'];am again not inspired and after looking at ideas and images feel that dont appreciate them anymore they become useless and purely skill driven having nothing to do with thought
1677;i become someone else and i make random awkward jokes honestly this feeling is so strange is this what it feels like to be on top of a cloud;become someone else and make random awkward jokes honestly this feeling is so strange is this what it feels like to be on top of cloud;['become', 'someone', 'else', 'and', 'make', 'random', 'awkward', 'jokes', 'honestly', 'this', 'feeling', 'is', 'so', 'strange', 'is', 'this', 'what', 'it', 'feels', 'like', 'to', 'be', 'on', 'top', 'of', 'cloud'];['become', 'someone', 'else', 'and', 'make', 'random', 'awkward', 'jokes', 'honestly', 'this', 'feeling', 'is', 'so', 'strange', 'is', 'this', 'what', 'it', 'feels', 'like', 'to', 'be', 'on', 'top', 'of', 'cloud'];become someone else and make random awkward jokes honestly this feeling is so strange is this what it feels like to be on top of cloud
1678;i hope i get the job cause im in desperate need of money and i feel greedy;hope get the job cause im in desperate need of money and feel greedy;['hope', 'get', 'the', 'job', 'cause', 'im', 'in', 'desperate', 'need', 'of', 'money', 'and', 'feel', 'greedy'];['hope', 'get', 'the', 'job', 'cause', 'im', 'in', 'desperate', 'need', 'of', 'money', 'and', 'feel', 'greedy'];hope get the job cause im in desperate need of money and feel greedy
1679;i feel like that im hated by most of the girls is it becoz im a good dancer;feel like that im hated by most of the girls is it becoz im good dancer;['feel', 'like', 'that', 'im', 'hated', 'by', 'most', 'of', 'the', 'girls', 'is', 'it', 'becoz', 'im', 'good', 'dancer'];['feel', 'like', 'that', 'im', 'hated', 'by', 'most', 'of', 'the', 'girls', 'is', 'it', 'becoz', 'im', 'good', 'dancer'];feel like that im hated by most of the girls is it becoz im good dancer
1680;i feel like living in austin was really sweet in other ways;feel like living in austin was really sweet in other ways;['feel', 'like', 'living', 'in', 'austin', 'was', 'really', 'sweet', 'in', 'other', 'ways'];['feel', 'like', 'living', 'in', 'austin', 'was', 'really', 'sweet', 'in', 'other', 'ways'];feel like living in austin was really sweet in other ways
1681;i think itd be easier if i had parents that argued with me about it then i could feel rebellious or something p but right now i just feel like a burden;think itd be easier if had parents that argued with me about it then could feel rebellious or something but right now just feel like burden;['think', 'itd', 'be', 'easier', 'if', 'had', 'parents', 'that', 'argued', 'with', 'me', 'about', 'it', 'then', 'could', 'feel', 'rebellious', 'or', 'something', 'but', 'right', 'now', 'just', 'feel', 'like', 'burden'];['think', 'itd', 'be', 'easier', 'if', 'had', 'parents', 'that', 'argued', 'with', 'me', 'about', 'it', 'then', 'could', 'feel', 'rebellious', 'or', 'something', 'but', 'right', 'now', 'just', 'feel', 'like', 'burden'];think itd be easier if had parents that argued with me about it then could feel rebellious or something but right now just feel like burden
1682;i think im making up for feeling like i missed autumn and its great colours;think im making up for feeling like missed autumn and its great colours;['think', 'im', 'making', 'up', 'for', 'feeling', 'like', 'missed', 'autumn', 'and', 'its', 'great', 'colours'];['think', 'im', 'making', 'up', 'for', 'feeling', 'like', 'missed', 'autumn', 'and', 'its', 'great', 'colours'];think im making up for feeling like missed autumn and its great colours
1683;i blamed the people around me for making me feel less valued for being a stay at home mom;blamed the people around me for making me feel less valued for being stay at home mom;['blamed', 'the', 'people', 'around', 'me', 'for', 'making', 'me', 'feel', 'less', 'valued', 'for', 'being', 'stay', 'at', 'home', 'mom'];['blamed', 'the', 'people', 'around', 'me', 'for', 'making', 'me', 'feel', 'less', 'valued', 'for', 'being', 'stay', 'at', 'home', 'mom'];blamed the people around me for making me feel less valued for being stay at home mom
1684;i feel this weekend is going to be a slutty one;feel this weekend is going to be slutty one;['feel', 'this', 'weekend', 'is', 'going', 'to', 'be', 'slutty', 'one'];['feel', 'this', 'weekend', 'is', 'going', 'to', 'be', 'slutty', 'one'];feel this weekend is going to be slutty one
1685;i get the impression that banjo was really feeling it but molly still prefers her beloved katy perry purrrr;get the impression that banjo was really feeling it but molly still prefers her beloved katy perry purrrr;['get', 'the', 'impression', 'that', 'banjo', 'was', 'really', 'feeling', 'it', 'but', 'molly', 'still', 'prefers', 'her', 'beloved', 'katy', 'perry', 'purrrr'];['get', 'the', 'impression', 'that', 'banjo', 'was', 'really', 'feeling', 'it', 'but', 'molly', 'still', 'prefers', 'her', 'beloved', 'katy', 'perry', 'purrrr'];get the impression that banjo was really feeling it but molly still prefers her beloved katy perry purrrr
1686;i didnt get to prank anyone throughout the whole day cos i was either too busy or not feeling creative;didnt get to prank anyone throughout the whole day cos was either too busy or not feeling creative;['didnt', 'get', 'to', 'prank', 'anyone', 'throughout', 'the', 'whole', 'day', 'cos', 'was', 'either', 'too', 'busy', 'or', 'not', 'feeling', 'creative'];['didnt', 'get', 'to', 'prank', 'anyone', 'throughout', 'the', 'whole', 'day', 'cos', 'was', 'either', 'too', 'busy', 'or', 'not', 'feeling', 'creative'];didnt get to prank anyone throughout the whole day cos was either too busy or not feeling creative
1687;i wish him and i could go out and i could do my hair and makeup and feel cute and flirt and talk and stuff but that never occurs;wish him and could go out and could do my hair and makeup and feel cute and flirt and talk and stuff but that never occurs;['wish', 'him', 'and', 'could', 'go', 'out', 'and', 'could', 'do', 'my', 'hair', 'and', 'makeup', 'and', 'feel', 'cute', 'and', 'flirt', 'and', 'talk', 'and', 'stuff', 'but', 'that', 'never', 'occurs'];['wish', 'him', 'and', 'could', 'go', 'out', 'and', 'could', 'do', 'my', 'hair', 'and', 'makeup', 'and', 'feel', 'cute', 'and', 'flirt', 'and', 'talk', 'and', 'stuff', 'but', 'that', 'never', 'occurs'];wish him and could go out and could do my hair and makeup and feel cute and flirt and talk and stuff but that never occurs
1688;i am feeling particularly optimistic today and have every reason to look forward to amazing things in;am feeling particularly optimistic today and have every reason to look forward to amazing things in;['am', 'feeling', 'particularly', 'optimistic', 'today', 'and', 'have', 'every', 'reason', 'to', 'look', 'forward', 'to', 'amazing', 'things', 'in'];['am', 'feeling', 'particularly', 'optimistic', 'today', 'and', 'have', 'every', 'reason', 'to', 'look', 'forward', 'to', 'amazing', 'things', 'in'];am feeling particularly optimistic today and have every reason to look forward to amazing things in
1689;i feel that books are always a wonderful gift for a baby;feel that books are always wonderful gift for baby;['feel', 'that', 'books', 'are', 'always', 'wonderful', 'gift', 'for', 'baby'];['feel', 'that', 'books', 'are', 'always', 'wonderful', 'gift', 'for', 'baby'];feel that books are always wonderful gift for baby
1690;i told him that i was willing to do whatever it took for me to not have to feel this horrible every day;told him that was willing to do whatever it took for me to not have to feel this horrible every day;['told', 'him', 'that', 'was', 'willing', 'to', 'do', 'whatever', 'it', 'took', 'for', 'me', 'to', 'not', 'have', 'to', 'feel', 'this', 'horrible', 'every', 'day'];['told', 'him', 'that', 'was', 'willing', 'to', 'do', 'whatever', 'it', 'took', 'for', 'me', 'to', 'not', 'have', 'to', 'feel', 'this', 'horrible', 'every', 'day'];told him that was willing to do whatever it took for me to not have to feel this horrible every day
1691;i was feeling cold towards to my partner although i didnt think i presented that way i felt like i had to fake my feelings for him and that i didnt love him anymore;was feeling cold towards to my partner although didnt think presented that way felt like had to fake my feelings for him and that didnt love him anymore;['was', 'feeling', 'cold', 'towards', 'to', 'my', 'partner', 'although', 'didnt', 'think', 'presented', 'that', 'way', 'felt', 'like', 'had', 'to', 'fake', 'my', 'feelings', 'for', 'him', 'and', 'that', 'didnt', 'love', 'him', 'anymore'];['was', 'feeling', 'cold', 'towards', 'to', 'my', 'partner', 'although', 'didnt', 'think', 'presented', 'that', 'way', 'felt', 'like', 'had', 'to', 'fake', 'my', 'feelings', 'for', 'him', 'and', 'that', 'didnt', 'love', 'him', 'anymore'];was feeling cold towards to my partner although didnt think presented that way felt like had to fake my feelings for him and that didnt love him anymore
1692;i feel ok that must be the reason why it was so outrageously priced;feel ok that must be the reason why it was so outrageously priced;['feel', 'ok', 'that', 'must', 'be', 'the', 'reason', 'why', 'it', 'was', 'so', 'outrageously', 'priced'];['feel', 'ok', 'that', 'must', 'be', 'the', 'reason', 'why', 'it', 'was', 'so', 'outrageously', 'priced'];feel ok that must be the reason why it was so outrageously priced
1693;i really do feel superior;really do feel superior;['really', 'do', 'feel', 'superior'];['really', 'do', 'feel', 'superior'];really do feel superior
1694;i feel like that line is so perfect;feel like that line is so perfect;['feel', 'like', 'that', 'line', 'is', 'so', 'perfect'];['feel', 'like', 'that', 'line', 'is', 'so', 'perfect'];feel like that line is so perfect
1695;i lie down he feels my belly listens to babys heartbeat gets mad at me for sitting up without rolling onto my side first and then tells me theres some protein in my urine nothing to be worried about though and asks if anything is bothering me;lie down he feels my belly listens to babys heartbeat gets mad at me for sitting up without rolling onto my side first and then tells me theres some protein in my urine nothing to be worried about though and asks if anything is bothering me;['lie', 'down', 'he', 'feels', 'my', 'belly', 'listens', 'to', 'babys', 'heartbeat', 'gets', 'mad', 'at', 'me', 'for', 'sitting', 'up', 'without', 'rolling', 'onto', 'my', 'side', 'first', 'and', 'then', 'tells', 'me', 'theres', 'some', 'protein', 'in', 'my', 'urine', 'nothing', 'to', 'be', 'worried', 'about', 'though', 'and', 'asks', 'if', 'anything', 'is', 'bothering', 'me'];['lie', 'down', 'he', 'feels', 'my', 'belly', 'listens', 'to', 'babys', 'heartbeat', 'gets', 'mad', 'at', 'me', 'for', 'sitting', 'up', 'without', 'rolling', 'onto', 'my', 'side', 'first', 'and', 'then', 'tells', 'me', 'theres', 'some', 'protein', 'in', 'my', 'urine', 'nothing', 'to', 'be', 'worried', 'about', 'though', 'and', 'asks', 'if', 'anything', 'is', 'bothering', 'me'];lie down he feels my belly listens to babys heartbeat gets mad at me for sitting up without rolling onto my side first and then tells me theres some protein in my urine nothing to be worried about though and asks if anything is bothering me
1696;i left feeling absoloutely devastated;left feeling absoloutely devastated;['left', 'feeling', 'absoloutely', 'devastated'];['left', 'feeling', 'absoloutely', 'devastated'];left feeling absoloutely devastated
1697;i don t have to stiffen don t have to fight for myself or feel bad about behaving the way i naturally behave;don have to stiffen don have to fight for myself or feel bad about behaving the way naturally behave;['don', 'have', 'to', 'stiffen', 'don', 'have', 'to', 'fight', 'for', 'myself', 'or', 'feel', 'bad', 'about', 'behaving', 'the', 'way', 'naturally', 'behave'];['don', 'have', 'to', 'stiffen', 'don', 'have', 'to', 'fight', 'for', 'myself', 'or', 'feel', 'bad', 'about', 'behaving', 'the', 'way', 'naturally', 'behave'];don have to stiffen don have to fight for myself or feel bad about behaving the way naturally behave
1698;i work well with almost every client ive ever been in contact with because i know what it means to feel depressed angry frustrated irritated hopeless and apathetic because i feel it daily;work well with almost every client ive ever been in contact with because know what it means to feel depressed angry frustrated irritated hopeless and apathetic because feel it daily;['work', 'well', 'with', 'almost', 'every', 'client', 'ive', 'ever', 'been', 'in', 'contact', 'with', 'because', 'know', 'what', 'it', 'means', 'to', 'feel', 'depressed', 'angry', 'frustrated', 'irritated', 'hopeless', 'and', 'apathetic', 'because', 'feel', 'it', 'daily'];['work', 'well', 'with', 'almost', 'every', 'client', 'ive', 'ever', 'been', 'in', 'contact', 'with', 'because', 'know', 'what', 'it', 'means', 'to', 'feel', 'depressed', 'angry', 'frustrated', 'irritated', 'hopeless', 'and', 'apathetic', 'because', 'feel', 'it', 'daily'];work well with almost every client ive ever been in contact with because know what it means to feel depressed angry frustrated irritated hopeless and apathetic because feel it daily
1699;i hear someone say we should just let gardeners be let folks do whatever they want i feel pretty aggravated;hear someone say we should just let gardeners be let folks do whatever they want feel pretty aggravated;['hear', 'someone', 'say', 'we', 'should', 'just', 'let', 'gardeners', 'be', 'let', 'folks', 'do', 'whatever', 'they', 'want', 'feel', 'pretty', 'aggravated'];['hear', 'someone', 'say', 'we', 'should', 'just', 'let', 'gardeners', 'be', 'let', 'folks', 'do', 'whatever', 'they', 'want', 'feel', 'pretty', 'aggravated'];hear someone say we should just let gardeners be let folks do whatever they want feel pretty aggravated
1700;im feeling so appreciative of every experience in my life that has brought me to now to today;im feeling so appreciative of every in my life that has brought me to now to today;['im', 'feeling', 'so', 'appreciative', 'of', 'every', 'in', 'my', 'life', 'that', 'has', 'brought', 'me', 'to', 'now', 'to', 'today'];['im', 'feeling', 'so', 'appreciative', 'of', 'every', 'in', 'my', 'life', 'that', 'has', 'brought', 'me', 'to', 'now', 'to', 'today'];im feeling so appreciative of every in my life that has brought me to now to today
1701;i feel affectionate toward him;feel affectionate toward him;['feel', 'affectionate', 'toward', 'him'];['feel', 'affectionate', 'toward', 'him'];feel affectionate toward him
1702;i feel really shitty and it s seriously like the whole thing is ruined;feel really shitty and it seriously like the whole thing is ruined;['feel', 'really', 'shitty', 'and', 'it', 'seriously', 'like', 'the', 'whole', 'thing', 'is', 'ruined'];['feel', 'really', 'shitty', 'and', 'it', 'seriously', 'like', 'the', 'whole', 'thing', 'is', 'ruined'];feel really shitty and it seriously like the whole thing is ruined
1703;i always feel that love is something much vaster and if we could explore it together perhaps i should then make my life into something worthwhile before it is too late;always feel that love is something much vaster and if we could it together perhaps should then make my life into something worthwhile before it is too late;['always', 'feel', 'that', 'love', 'is', 'something', 'much', 'vaster', 'and', 'if', 'we', 'could', 'it', 'together', 'perhaps', 'should', 'then', 'make', 'my', 'life', 'into', 'something', 'worthwhile', 'before', 'it', 'is', 'too', 'late'];['always', 'feel', 'that', 'love', 'is', 'something', 'much', 'vaster', 'and', 'if', 'we', 'could', 'it', 'together', 'perhaps', 'should', 'then', 'make', 'my', 'life', 'into', 'something', 'worthwhile', 'before', 'it', 'is', 'too', 'late'];always feel that love is something much vaster and if we could it together perhaps should then make my life into something worthwhile before it is too late
1704;i feel useless with just a bachelors and masters;feel useless with just bachelors and masters;['feel', 'useless', 'with', 'just', 'bachelors', 'and', 'masters'];['feel', 'useless', 'with', 'just', 'bachelors', 'and', 'masters'];feel useless with just bachelors and masters
1705;i stopped myself and began telling myself what i wanted to feel i am peaceful;stopped myself and began telling myself what wanted to feel am peaceful;['stopped', 'myself', 'and', 'began', 'telling', 'myself', 'what', 'wanted', 'to', 'feel', 'am', 'peaceful'];['stopped', 'myself', 'and', 'began', 'telling', 'myself', 'what', 'wanted', 'to', 'feel', 'am', 'peaceful'];stopped myself and began telling myself what wanted to feel am peaceful
1706;i acted withdrawn and cold towards others in situations that required empathy its not that i dont care i just dont always feel the feelings so i fake it;acted withdrawn and cold towards others in situations that required empathy its not that dont care just dont always feel the feelings so fake it;['acted', 'withdrawn', 'and', 'cold', 'towards', 'others', 'in', 'situations', 'that', 'required', 'empathy', 'its', 'not', 'that', 'dont', 'care', 'just', 'dont', 'always', 'feel', 'the', 'feelings', 'so', 'fake', 'it'];['acted', 'withdrawn', 'and', 'cold', 'towards', 'others', 'in', 'situations', 'that', 'required', 'empathy', 'its', 'not', 'that', 'dont', 'care', 'just', 'dont', 'always', 'feel', 'the', 'feelings', 'so', 'fake', 'it'];acted withdrawn and cold towards others in situations that required empathy its not that dont care just dont always feel the feelings so fake it
1707;i feel like i have nailed the marriage and the house parts of my life and i am happy and content as i can possibly be in those aspects;feel like have nailed the marriage and the house parts of my life and am happy and content as can possibly be in those aspects;['feel', 'like', 'have', 'nailed', 'the', 'marriage', 'and', 'the', 'house', 'parts', 'of', 'my', 'life', 'and', 'am', 'happy', 'and', 'content', 'as', 'can', 'possibly', 'be', 'in', 'those', 'aspects'];['feel', 'like', 'have', 'nailed', 'the', 'marriage', 'and', 'the', 'house', 'parts', 'of', 'my', 'life', 'and', 'am', 'happy', 'and', 'content', 'as', 'can', 'possibly', 'be', 'in', 'those', 'aspects'];feel like have nailed the marriage and the house parts of my life and am happy and content as can possibly be in those aspects
1708;i just tell people i feel like one sweet southern mess right now;just tell people feel like one sweet southern mess right now;['just', 'tell', 'people', 'feel', 'like', 'one', 'sweet', 'southern', 'mess', 'right', 'now'];['just', 'tell', 'people', 'feel', 'like', 'one', 'sweet', 'southern', 'mess', 'right', 'now'];just tell people feel like one sweet southern mess right now
1709;i feel for folks with tender plantings that may have been set out too soon it might actually dip below freezing over the next few nights;feel for folks with tender plantings that may have been set out too soon it might actually dip below freezing over the ne few nights;['feel', 'for', 'folks', 'with', 'tender', 'plantings', 'that', 'may', 'have', 'been', 'set', 'out', 'too', 'soon', 'it', 'might', 'actually', 'dip', 'below', 'freezing', 'over', 'the', 'ne', 'few', 'nights'];['feel', 'for', 'folks', 'with', 'tender', 'plantings', 'that', 'may', 'have', 'been', 'set', 'out', 'too', 'soon', 'it', 'might', 'actually', 'dip', 'below', 'freezing', 'over', 'the', 'ne', 'few', 'nights'];feel for folks with tender plantings that may have been set out too soon it might actually dip below freezing over the ne few nights
1710;i really feel pissed off as i want to spend more time with you;really feel pissed off as want to spend more time with you;['really', 'feel', 'pissed', 'off', 'as', 'want', 'to', 'spend', 'more', 'time', 'with', 'you'];['really', 'feel', 'pissed', 'off', 'as', 'want', 'to', 'spend', 'more', 'time', 'with', 'you'];really feel pissed off as want to spend more time with you
1711;i feel calm and okay but sometimes i just get so sad;feel calm and okay but sometimes just get so sad;['feel', 'calm', 'and', 'okay', 'but', 'sometimes', 'just', 'get', 'so', 'sad'];['feel', 'calm', 'and', 'okay', 'but', 'sometimes', 'just', 'get', 'so', 'sad'];feel calm and okay but sometimes just get so sad
1712;i went outside to shut in the hens then was tempted by the brilliance of the stars to walk across the frozen fields feeling very cold looking up into the sky;went outside to shut in the hens then was tempted by the brilliance of the stars to walk across the frozen fields feeling very cold looking up into the sky;['went', 'outside', 'to', 'shut', 'in', 'the', 'hens', 'then', 'was', 'tempted', 'by', 'the', 'brilliance', 'of', 'the', 'stars', 'to', 'walk', 'across', 'the', 'frozen', 'fields', 'feeling', 'very', 'cold', 'looking', 'up', 'into', 'the', 'sky'];['went', 'outside', 'to', 'shut', 'in', 'the', 'hens', 'then', 'was', 'tempted', 'by', 'the', 'brilliance', 'of', 'the', 'stars', 'to', 'walk', 'across', 'the', 'frozen', 'fields', 'feeling', 'very', 'cold', 'looking', 'up', 'into', 'the', 'sky'];went outside to shut in the hens then was tempted by the brilliance of the stars to walk across the frozen fields feeling very cold looking up into the sky
1713;im feeling a little lethargic;im feeling little lethargic;['im', 'feeling', 'little', 'lethargic'];['im', 'feeling', 'little', 'lethargic'];im feeling little lethargic
1714;i also do feel passionate about teaching;also do feel passionate about teaching;['also', 'do', 'feel', 'passionate', 'about', 'teaching'];['also', 'do', 'feel', 'passionate', 'about', 'teaching'];also do feel passionate about teaching
1715;i woke up about am feeling a little disturbed;woke up about am feeling little disturbed;['woke', 'up', 'about', 'am', 'feeling', 'little', 'disturbed'];['woke', 'up', 'about', 'am', 'feeling', 'little', 'disturbed'];woke up about am feeling little disturbed
1716;i have to take jenny in to be spayed so of course im feeling nervous and guilty;have to take jenny in to be spayed so of course im feeling nervous and guilty;['have', 'to', 'take', 'jenny', 'in', 'to', 'be', 'spayed', 'so', 'of', 'course', 'im', 'feeling', 'nervous', 'and', 'guilty'];['have', 'to', 'take', 'jenny', 'in', 'to', 'be', 'spayed', 'so', 'of', 'course', 'im', 'feeling', 'nervous', 'and', 'guilty'];have to take jenny in to be spayed so of course im feeling nervous and guilty
1717;i received a slightly belated message back from daniel and feel a lot more reassured that im not the only one who thinks l is emotionally insensitive;received slightly belated message back from daniel and feel lot more reassured that im not the only one who thinks is emotionally insensitive;['received', 'slightly', 'belated', 'message', 'back', 'from', 'daniel', 'and', 'feel', 'lot', 'more', 'reassured', 'that', 'im', 'not', 'the', 'only', 'one', 'who', 'thinks', 'is', 'emotionally', 'insensitive'];['received', 'slightly', 'belated', 'message', 'back', 'from', 'daniel', 'and', 'feel', 'lot', 'more', 'reassured', 'that', 'im', 'not', 'the', 'only', 'one', 'who', 'thinks', 'is', 'emotionally', 'insensitive'];received slightly belated message back from daniel and feel lot more reassured that im not the only one who thinks is emotionally insensitive
1718;i had encountered before and as much as these dreams thrilled me they left me feeling even more terrified;had encountered before and as much as these dreams thrilled me they left me feeling even more terrified;['had', 'encountered', 'before', 'and', 'as', 'much', 'as', 'these', 'dreams', 'thrilled', 'me', 'they', 'left', 'me', 'feeling', 'even', 'more', 'terrified'];['had', 'encountered', 'before', 'and', 'as', 'much', 'as', 'these', 'dreams', 'thrilled', 'me', 'they', 'left', 'me', 'feeling', 'even', 'more', 'terrified'];had encountered before and as much as these dreams thrilled me they left me feeling even more terrified
1719;i work myself like crazy doing extra stuff around the house or volunteering and serving other people in an attempt to feel productive and useful to someone anyone pleeeeeease;work myself like crazy doing stuff around the house or volunteering and serving other people in an attempt to feel productive and useful to someone anyone pleeeeeease;['work', 'myself', 'like', 'crazy', 'doing', 'stuff', 'around', 'the', 'house', 'or', 'volunteering', 'and', 'serving', 'other', 'people', 'in', 'an', 'attempt', 'to', 'feel', 'productive', 'and', 'useful', 'to', 'someone', 'anyone', 'pleeeeeease'];['work', 'myself', 'like', 'crazy', 'doing', 'stuff', 'around', 'the', 'house', 'or', 'volunteering', 'and', 'serving', 'other', 'people', 'in', 'an', 'attempt', 'to', 'feel', 'productive', 'and', 'useful', 'to', 'someone', 'anyone', 'pleeeeeease'];work myself like crazy doing stuff around the house or volunteering and serving other people in an attempt to feel productive and useful to someone anyone pleeeeeease
1720;i started questioning god feeling worthless and even jealous of others that come by parenthood so easily;started questioning god feeling worthless and even jealous of others that come by parenthood so easily;['started', 'questioning', 'god', 'feeling', 'worthless', 'and', 'even', 'jealous', 'of', 'others', 'that', 'come', 'by', 'parenthood', 'so', 'easily'];['started', 'questioning', 'god', 'feeling', 'worthless', 'and', 'even', 'jealous', 'of', 'others', 'that', 'come', 'by', 'parenthood', 'so', 'easily'];started questioning god feeling worthless and even jealous of others that come by parenthood so easily
1721;i can t help feeling curious about it;can help feeling curious about it;['can', 'help', 'feeling', 'curious', 'about', 'it'];['can', 'help', 'feeling', 'curious', 'about', 'it'];can help feeling curious about it
1722;i am feeling so appreciative today;am feeling so appreciative today;['am', 'feeling', 'so', 'appreciative', 'today'];['am', 'feeling', 'so', 'appreciative', 'today'];am feeling so appreciative today
1723;i feel kinda bitchy and cranky i need to try and take a nap;feel kinda bitchy and cranky need to try and take nap;['feel', 'kinda', 'bitchy', 'and', 'cranky', 'need', 'to', 'try', 'and', 'take', 'nap'];['feel', 'kinda', 'bitchy', 'and', 'cranky', 'need', 'to', 'try', 'and', 'take', 'nap'];feel kinda bitchy and cranky need to try and take nap
1724;i declined to purchase any this time i enjoyed feeling squishing and project thinking all the divine yarn;declined to purchase any this time enjoyed feeling squishing and project thinking all the divine yarn;['declined', 'to', 'purchase', 'any', 'this', 'time', 'enjoyed', 'feeling', 'squishing', 'and', 'project', 'thinking', 'all', 'the', 'divine', 'yarn'];['declined', 'to', 'purchase', 'any', 'this', 'time', 'enjoyed', 'feeling', 'squishing', 'and', 'project', 'thinking', 'all', 'the', 'divine', 'yarn'];declined to purchase any this time enjoyed feeling squishing and project thinking all the divine yarn
1725;i feel like it add a little bit more shield from the cold and the fabric is great for wicking away sweat;feel like it add little bit more shield from the cold and the fabric is great for wicking away sweat;['feel', 'like', 'it', 'add', 'little', 'bit', 'more', 'shield', 'from', 'the', 'cold', 'and', 'the', 'fabric', 'is', 'great', 'for', 'wicking', 'away', 'sweat'];['feel', 'like', 'it', 'add', 'little', 'bit', 'more', 'shield', 'from', 'the', 'cold', 'and', 'the', 'fabric', 'is', 'great', 'for', 'wicking', 'away', 'sweat'];feel like it add little bit more shield from the cold and the fabric is great for wicking away sweat
1726;i feel much more relaxed going into this race;feel much more rela going into this race;['feel', 'much', 'more', 'rela', 'going', 'into', 'this', 'race'];['feel', 'much', 'more', 'rela', 'going', 'into', 'this', 'race'];feel much more rela going into this race
